Treatment,Plot,TreeID_clean,Species_clean,DBH_timeframe,dbh,Year,Status,time_increment_yr,dbh_delta_cm,dbh_increment_cm/yr,start_year,end_year,Remove flag,PFT,Outlier,DBH_BA,Treatment_raw,PFT_simple,start_year_raw,end_year_raw
Burn,bn1,bn1_4862,abco,DBH_2PostRX,20.3,2019,1.0,1.0,0.3000000000000007,0.3000000000000007,2018.0,2019,0,fir,0,20.3,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4866,pila,DBH_2PostRX,60.6,2019,1.0,1.0,0.3000000000000042,0.3000000000000042,2018.0,2019,0,white_pine,0,60.6,Burn Only,pine,2018.0,2019
Burn,bn1,bn1_4867,abco,DBH_2PostRX,49.8,2019,1.0,1.0,-0.5,-0.5,2018.0,2019,0,fir,0,49.8,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4870,abco,DBH_2PostRX,60.5,2019,1.0,1.0,-0.2999999999999971,-0.2999999999999971,2018.0,2019,0,fir,0,60.5,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4884,abco,DBH_2PostRX,47.1,2019,1.0,1.0,-0.8999999999999986,-0.8999999999999986,2018.0,2019,0,fir,0,47.1,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4888,abco,DBH_2PostRX,29.3,2019,2.0,1.0,-0.5,-0.5,2018.0,2019,0,fir,0,29.3,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4889,abco,DBH_2PostRX,26.5,2019,1.0,1.0,1.1999999999999993,1.1999999999999993,2018.0,2019,0,fir,0,26.5,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4890,abco,DBH_2PostRX,31.9,2019,1.0,1.0,0.8999999999999986,0.8999999999999986,2018.0,2019,0,fir,0,31.9,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4891,abco,DBH_2PostRX,19.1,2019,1.0,1.0,-2.099999999999998,-2.099999999999998,2018.0,2019,0,fir,0,19.1,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4893,abco,DBH_2PostRX,24.1,2019,1.0,1.0,1.6000000000000014,1.6000000000000014,2018.0,2019,0,fir,0,24.1,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4894,pije,DBH_2PostRX,27.8,2019,1.0,1.0,-0.5999999999999979,-0.5999999999999979,2018.0,2019,0,yellow_pine,0,27.8,Burn Only,pine,2018.0,2019
Burn,bn1,bn1_4896,pije,DBH_2PostRX,17.7,2019,1.0,1.0,-0.4000000000000021,-0.4000000000000021,2018.0,2019,0,yellow_pine,0,17.7,Burn Only,pine,2018.0,2019
Burn,bn1,bn1_4901,abco,DBH_2PostRX,20.8,2019,1.0,1.0,-0.0999999999999978,-0.0999999999999978,2018.0,2019,0,fir,0,20.8,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4903,abco,DBH_2PostRX,78.0,2019,1.0,1.0,0.5999999999999943,0.5999999999999943,2018.0,2019,0,fir,0,78.0,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4906,abco,DBH_2PostRX,15.2,2019,2.0,1.0,-0.1000000000000014,-0.1000000000000014,2018.0,2019,0,fir,0,15.2,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4907,pila,DBH_2PostRX,26.7,2019,1.0,1.0,-0.1000000000000014,-0.1000000000000014,2018.0,2019,0,white_pine,0,26.7,Burn Only,pine,2018.0,2019
Burn,bn1,bn1_4911,abco,DBH_2PostRX,20.4,2019,1.0,1.0,-0.1000000000000014,-0.1000000000000014,2018.0,2019,0,fir,0,20.4,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4918,abco,DBH_2PostRX,53.8,2019,1.0,1.0,0.8999999999999986,0.8999999999999986,2018.0,2019,0,fir,0,53.8,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4919,cade,DBH_2PostRX,30.4,2019,1.0,1.0,0.5,0.5,2018.0,2019,0,cedar,0,30.4,Burn Only,cedar,2018.0,2019
Burn,bn1,bn1_4921,abco,DBH_2PostRX,24.1,2019,1.0,1.0,0.3000000000000007,0.3000000000000007,2018.0,2019,0,fir,0,24.1,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4923,abco,DBH_2PostRX,33.6,2019,1.0,1.0,0.1000000000000014,0.1000000000000014,2018.0,2019,0,fir,0,33.6,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4926,abco,DBH_2PostRX,19.5,2019,1.0,1.0,0.0,0.0,2018.0,2019,0,fir,0,19.5,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4932,abco,DBH_2PostRX,15.8,2019,1.0,1.0,0.200000000000001,0.200000000000001,2018.0,2019,0,fir,0,15.8,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4940,abco,DBH_2PostRX,51.0,2019,1.0,1.0,0.7000000000000028,0.7000000000000028,2018.0,2019,0,fir,0,51.0,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4941,cade,DBH_2PostRX,43.5,2019,1.0,1.0,1.2000000000000028,1.2000000000000028,2018.0,2019,0,cedar,0,43.5,Burn Only,cedar,2018.0,2019
Burn,bn1,bn1_4943,abco,DBH_2PostRX,29.5,2019,1.0,1.0,0.6999999999999993,0.6999999999999993,2018.0,2019,0,fir,0,29.5,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4950,abco,DBH_2PostRX,20.0,2019,1.0,1.0,-0.3000000000000007,-0.3000000000000007,2018.0,2019,0,fir,0,20.0,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4956,cade,DBH_2PostRX,32.6,2019,1.0,1.0,0.0,0.0,2018.0,2019,0,cedar,0,32.6,Burn Only,cedar,2018.0,2019
Burn,bn1,bn1_4958,pila,DBH_2PostRX,25.6,2019,1.0,1.0,-0.0999999999999978,-0.0999999999999978,2018.0,2019,0,white_pine,0,25.6,Burn Only,pine,2018.0,2019
Burn,bn1,bn1_4961,cade,DBH_2PostRX,30.0,2019,1.0,1.0,0.3000000000000007,0.3000000000000007,2018.0,2019,0,cedar,0,30.0,Burn Only,cedar,2018.0,2019
Burn,bn1,bn1_4965,abco,DBH_2PostRX,71.8,2019,1.0,1.0,-0.5,-0.5,2018.0,2019,0,fir,0,71.8,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4966,abco,DBH_2PostRX,18.0,2019,1.0,1.0,1.0,1.0,2018.0,2019,0,fir,0,18.0,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4967,cade,DBH_2PostRX,34.9,2019,1.0,1.0,-8.600000000000001,-8.600000000000001,2018.0,2019,0,cedar,1,43.35,Burn Only,cedar,2018.0,2019
Burn,bn1,bn1_4978,abco,DBH_2PostRX,20.9,2019,1.0,1.0,-0.1000000000000014,-0.1000000000000014,2018.0,2019,0,fir,0,20.9,Burn Only,fir,2018.0,2019
Burn,bn1,bn1_4981,abco,DBH_2PostRX,16.2,2019,1.0,1.0,0.3999999999999986,0.3999999999999986,2018.0,2019,0,fir,0,16.2,Burn Only,fir,2018.0,2019
